Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
CC35 - Junction,2372.42,500 Yr 24 Hr,1408.6,866.9
CC35 - Junction,2195.9,2 Yr 24 Hr,133.4,861.09
CC35 - Junction,2195.9,5 Yr 24 Hr,230.8,861.66
CC35 - Junction,2195.9,10 Yr 24 Hr,314.5,862.04
CC35 - Junction,2195.9,25 Yr 24 Hr,474.1,862.6
CC35 - Junction,2195.9,50 Yr 24 Hr,647.6,863.1
CC35 - Junction,2195.9,100 Yr 24 Hr,861,863.62
CC35 - Junction,2195.9,200 Yr 24 Hr,1079.4,864.09
CC35 - Junction,2195.9,500 Yr 24 Hr,1408.6,864.7
CC35 - Junction,2079.71*,2 Yr 24 Hr,133.4,860.1
CC35 - Junction,2079.71*,5 Yr 24 Hr,230.8,860.72
CC35 - Junction,2079.71*,10 Yr 24 Hr,314.5,861.07
CC35 - Junction,2079.71*,25 Yr 24 Hr,474.1,861.63
CC35 - Junction,2079.71*,50 Yr 24 Hr,647.6,862.11
CC35 - Junction,2079.71*,100 Yr 24 Hr,861,862.63
CC35 - Junction,2079.71*,200 Yr 24 Hr,1079.4,863.1
CC35 - Junction,2079.71*,500 Yr 24 Hr,1408.6,863.69
CC35 - Junction,1963.52,2 Yr 24 Hr,133.4,858.78
CC35 - Junction,1963.52,5 Yr 24 Hr,230.8,859.29
CC35 - Junction,1963.52,10 Yr 24 Hr,314.5,859.57
CC35 - Junction,1963.52,25 Yr 24 Hr,474.1,859.99
CC35 - Junction,1963.52,50 Yr 24 Hr,647.6,860.37
CC35 - Junction,1963.52,100 Yr 24 Hr,861,860.77
CC35 - Junction,1963.52,200 Yr 24 Hr,1079.4,861.11
CC35 - Junction,1963.52,500 Yr 24 Hr,1408.6,861.64
CC35 - Junction,1766.95,2 Yr 24 Hr,133.4,856.06
CC35 - Junction,1766.95,5 Yr 24 Hr,230.8,856.53
CC35 - Junction,1766.95,10 Yr 24 Hr,314.5,856.86
CC35 - Junction,1766.95,25 Yr 24 Hr,474.1,857.38
CC35 - Junction,1766.95,50 Yr 24 Hr,647.6,857.84
CC35 - Junction,1766.95,100 Yr 24 Hr,861,858.34
CC35 - Junction,1766.95,200 Yr 24 Hr,1079.4,858.83
CC35 - Junction,1766.95,500 Yr 24 Hr,1408.6,859.36
CC35 - Junction,1666.77*,2 Yr 24 Hr,133.4,854.97
CC35 - Junction,1666.77*,5 Yr 24 Hr,230.8,855.55
CC35 - Junction,1666.77*,10 Yr 24 Hr,314.5,855.92
CC35 - Junction,1666.77*,25 Yr 24 Hr,474.1,856.46
CC35 - Junction,1666.77*,50 Yr 24 Hr,647.6,856.93
CC35 - Junction,1666.77*,100 Yr 24 Hr,861,857.43
CC35 - Junction,1666.77*,200 Yr 24 Hr,1079.4,857.99
CC35 - Junction,1666.77*,500 Yr 24 Hr,1408.6,858.36
CC35 - Junction,1566.59,2 Yr 24 Hr,133.4,853.78
CC35 - Junction,1566.59,5 Yr 24 Hr,230.8,854.1
CC35 - Junction,1566.59,10 Yr 24 Hr,314.5,854.4
CC35 - Junction,1566.59,25 Yr 24 Hr,474.1,854.85
CC35 - Junction,1566.59,50 Yr 24 Hr,647.6,855.29
CC35 - Junction,1566.59,100 Yr 24 Hr,861,855.6
CC35 - Junction,1566.59,200 Yr 24 Hr,1079.4,855.49
CC35 - Junction,1566.59,500 Yr 24 Hr,1408.6,856.67
CC35 - Junction,1448.23*,2 Yr 24 Hr,133.4,849.9
CC35 - Junction,1448.23*,5 Yr 24 Hr,230.8,850.76
CC35 - Junction,1448.23*,10 Yr 24 Hr,314.5,851.15
CC35 - Junction,1448.23*,25 Yr 24 Hr,474.1,851.62
CC35 - Junction,1448.23*,50 Yr 24 Hr,647.6,851.94
CC35 - Junction,1448.23*,100 Yr 24 Hr,861,852.51
CC35 - Junction,1448.23*,200 Yr 24 Hr,1079.4,855.17
CC35 - Junction,1448.23*,500 Yr 24 Hr,1408.6,852.89
CC35 - Junction,1329.86,2 Yr 24 Hr,133.4,848.14
CC35 - Junction,1329.86,5 Yr 24 Hr,230.8,850.82
CC35 - Junction,1329.86,10 Yr 24 Hr,314.5,851.17
CC35 - Junction,1329.86,25 Yr 24 Hr,474.1,851.6
CC35 - Junction,1329.86,50 Yr 24 Hr,647.6,851.89
CC35 - Junction,1329.86,100 Yr 24 Hr,861,852.43
CC35 - Junction,1329.86,200 Yr 24 Hr,1079.4,855.16
CC35 - Junction,1329.86,500 Yr 24 Hr,1408.6,852.67
CC35 - Junction,1191.63,2 Yr 24 Hr,133.4,848.12
CC35 - Junction,1191.63,5 Yr 24 Hr,230.8,850.81
CC35 - Junction,1191.63,10 Yr 24 Hr,314.5,851.16
CC35 - Junction,1191.63,25 Yr 24 Hr,474.1,851.59
CC35 - Junction,1191.63,50 Yr 24 Hr,647.6,851.86
CC35 - Junction,1191.63,100 Yr 24 Hr,861,852.4
CC35 - Junction,1191.63,200 Yr 24 Hr,1079.4,855.15
CC35 - Junction,1191.63,500 Yr 24 Hr,1408.6,852.6
CC35 - Junction,1031.17,2 Yr 24 Hr,133.4,848.12
CC35 - Junction,1031.17,5 Yr 24 Hr,230.8,850.81
CC35 - Junction,1031.17,10 Yr 24 Hr,314.5,851.16
CC35 - Junction,1031.17,25 Yr 24 Hr,474.1,851.58
CC35 - Junction,1031.17,50 Yr 24 Hr,647.6,851.86
CC35 - Junction,1031.17,100 Yr 24 Hr,861,852.39
CC35 - Junction,1031.17,200 Yr 24 Hr,1079.4,855.15
CC35 - Junction,1031.17,500 Yr 24 Hr,1408.6,852.58
CC35 - Junction,954.64,2 Yr 24 Hr,133.4,847.49
CC35 - Junction,954.64,5 Yr 24 Hr,230.8,850.81
CC35 - Junction,954.64,10 Yr 24 Hr,314.5,851.16
CC35 - Junction,954.64,25 Yr 24 Hr,474.1,851.58
CC35 - Junction,954.64,50 Yr 24 Hr,647.6,851.85
CC35 - Junction,954.64,100 Yr 24 Hr,861,852.39
CC35 - Junction,954.64,200 Yr 24 Hr,1079.4,855.14
CC35 - Junction,954.64,500 Yr 24 Hr,1408.6,852.57
CC35 - Junction,894.64,,Culvert,
CC35 - Junction,685.19,2 Yr 24 Hr,133.4,838.7
CC35 - Junction,685.19,5 Yr 24 Hr,230.8,840.15
CC35 - Junction,685.19,10 Yr 24 Hr,314.5,841.22
CC35 - Junction,685.19,25 Yr 24 Hr,474.1,843.03
CC35 - Junction,685.19,50 Yr 24 Hr,647.6,844.8
CC35 - Junction,685.19,100 Yr 24 Hr,861,846.75
CC35 - Junction,685.19,200 Yr 24 Hr,1079.4,848.58
CC35 - Junction,685.19,500 Yr 24 Hr,1408.6,850.01
CC35 - Junction,553.41,2 Yr 24 Hr,133.4,834.28
CC35 - Junction,553.41,5 Yr 24 Hr,230.8,834.54
CC35 - Junction,553.41,10 Yr 24 Hr,314.5,834.7
CC35 - Junction,553.41,25 Yr 24 Hr,474.1,834.92
CC35 - Junction,553.41,50 Yr 24 Hr,647.6,835.13
CC35 - Junction,553.41,100 Yr 24 Hr,861,835.36
CC35 - Junction,553.41,200 Yr 24 Hr,1079.4,835.5
CC35 - Junction,553.41,500 Yr 24 Hr,1408.6,835.64
CC35 - Junction,383.21* ,2 Yr 24 Hr,133.4,830.05
CC35 - Junction,383.21* ,5 Yr 24 Hr,230.8,830.33
CC35 - Junction,383.21* ,10 Yr 24 Hr,314.5,830.53
CC35 - Junction,383.21* ,25 Yr 24 Hr,474.1,830.83
CC35 - Junction,383.21* ,50 Yr 24 Hr,647.6,831.11
CC35 - Junction,383.21* ,100 Yr 24 Hr,861,831.38
CC35 - Junction,383.21* ,200 Yr 24 Hr,1079.4,831.84
CC35 - Junction,383.21* ,500 Yr 24 Hr,1408.6,832.57
CC35 - Junction,213.01,2 Yr 24 Hr,133.4,827.16
CC35 - Junction,213.01,5 Yr 24 Hr,230.8,827.81
CC35 - Junction,213.01,10 Yr 24 Hr,314.5,828.37
CC35 - Junction,213.01,25 Yr 24 Hr,474.1,829.42
CC35 - Junction,213.01,50 Yr 24 Hr,647.6,830.29
CC35 - Junction,213.01,100 Yr 24 Hr,861,831.01
CC35 - Junction,213.01,200 Yr 24 Hr,1079.4,831.6
CC35 - Junction,213.01,500 Yr 24 Hr,1408.6,832.32
CC33 - UCC A,7622.34,2 Yr 24 Hr,154.6,1083.67
CC33 - UCC A,7622.34,5 Yr 24 Hr,269.1,1084.41
CC33 - UCC A,7622.34,10 Yr 24 Hr,359.1,1084.77
CC33 - UCC A,7622.34,25 Yr 24 Hr,542,1085.34
CC33 - UCC A,7622.34,50 Yr 24 Hr,742.9,1085.84
CC33 - UCC A,7622.34,100 Yr 24 Hr,997,1086.35
CC33 - UCC A,7622.34,200 Yr 24 Hr,1249.2,1086.79
CC33 - UCC A,7622.34,500 Yr 24 Hr,1641.3,1087.37
CC33 - UCC A,7487.06,2 Yr 24 Hr,154.6,1082.85
CC33 - UCC A,7487.06,5 Yr 24 Hr,269.1,1083.46
CC33 - UCC A,7487.06,10 Yr 24 Hr,359.1,1083.7
CC33 - UCC A,7487.06,25 Yr 24 Hr,542,1084.02
CC33 - UCC A,7487.06,50 Yr 24 Hr,742.9,1084.32
CC33 - UCC A,7487.06,100 Yr 24 Hr,997,1084.67
CC33 - UCC A,7487.06,200 Yr 24 Hr,1249.2,1084.96
CC33 - UCC A,7487.06,500 Yr 24 Hr,1641.3,1085.35
CC33 - UCC A,7384.82*,2 Yr 24 Hr,154.6,1081.22
CC33 - UCC A,7384.82*,5 Yr 24 Hr,269.1,1081.54
CC33 - UCC A,7384.82*,10 Yr 24 Hr,359.1,1081.7
CC33 - UCC A,7384.82*,25 Yr 24 Hr,542,1081.98
CC33 - UCC A,7384.82*,50 Yr 24 Hr,742.9,1082.22
CC33 - UCC A,7384.82*,100 Yr 24 Hr,997,1082.47
CC33 - UCC A,7384.82*,200 Yr 24 Hr,1249.2,1082.7
CC33 - UCC A,7384.82*,500 Yr 24 Hr,1641.3,1083
CC33 - UCC A,7282.57,2 Yr 24 Hr,154.6,1078.79
CC33 - UCC A,7282.57,5 Yr 24 Hr,269.1,1079
CC33 - UCC A,7282.57,10 Yr 24 Hr,359.1,1079.13
CC33 - UCC A,7282.57,25 Yr 24 Hr,542,1079.36
CC33 - UCC A,7282.57,50 Yr 24 Hr,742.9,1079.58
CC33 - UCC A,7282.57,100 Yr 24 Hr,997,1079.83
CC33 - UCC A,7282.57,200 Yr 24 Hr,1249.2,1080.04
CC33 - UCC A,7282.57,500 Yr 24 Hr,1641.3,1080.34
CC33 - UCC A,7180.05*,2 Yr 24 Hr,154.6,1075.88
CC33 - UCC A,7180.05*,5 Yr 24 Hr,269.1,1076.24
CC33 - UCC A,7180.05*,10 Yr 24 Hr,359.1,1076.42
CC33 - UCC A,7180.05*,25 Yr 24 Hr,542,1076.73
CC33 - UCC A,7180.05*,50 Yr 24 Hr,742.9,1077
CC33 - UCC A,7180.05*,100 Yr 24 Hr,997,1077.27
CC33 - UCC A,7180.05*,200 Yr 24 Hr,1249.2,1077.53
CC33 - UCC A,7180.05*,500 Yr 24 Hr,1641.3,1077.88
CC33 - UCC A,7077.52,2 Yr 24 Hr,154.6,1072.31
CC33 - UCC A,7077.52,5 Yr 24 Hr,269.1,1072.72
CC33 - UCC A,7077.52,10 Yr 24 Hr,359.1,1073
CC33 - UCC A,7077.52,25 Yr 24 Hr,542,1073.42
CC33 - UCC A,7077.52,50 Yr 24 Hr,742.9,1073.82
CC33 - UCC A,7077.52,100 Yr 24 Hr,997,1074.21
CC33 - UCC A,7077.52,200 Yr 24 Hr,1249.2,1074.48
CC33 - UCC A,7077.52,500 Yr 24 Hr,1641.3,1074.86
CC33 - UCC A,6881.29,2 Yr 24 Hr,154.6,1067.21
CC33 - UCC A,6881.29,5 Yr 24 Hr,269.1,1067.84
CC33 - UCC A,6881.29,10 Yr 24 Hr,359.1,1068.06
CC33 - UCC A,6881.29,25 Yr 24 Hr,542,1068.39
CC33 - UCC A,6881.29,50 Yr 24 Hr,742.9,1068.66
CC33 - UCC A,6881.29,100 Yr 24 Hr,997,1068.94
CC33 - UCC A,6881.29,200 Yr 24 Hr,1249.2,1069.18
CC33 - UCC A,6881.29,500 Yr 24 Hr,1641.3,1069.49
CC33 - UCC A,6684.45,2 Yr 24 Hr,154.6,1062.94
CC33 - UCC A,6684.45,5 Yr 24 Hr,269.1,1063.44
CC33 - UCC A,6684.45,10 Yr 24 Hr,359.1,1063.58
CC33 - UCC A,6684.45,25 Yr 24 Hr,542,1063.81
CC33 - UCC A,6684.45,50 Yr 24 Hr,742.9,1064.03
CC33 - UCC A,6684.45,100 Yr 24 Hr,997,1064.27
CC33 - UCC A,6684.45,200 Yr 24 Hr,1249.2,1064.5
CC33 - UCC A,6684.45,500 Yr 24 Hr,1641.3,1064.82
CC33 - UCC A,6577.90*,2 Yr 24 Hr,154.6,1060.74
CC33 - UCC A,6577.90*,5 Yr 24 Hr,269.1,1061.06
CC33 - UCC A,6577.90*,10 Yr 24 Hr,359.1,1061.23
CC33 - UCC A,6577.90*,25 Yr 24 Hr,542,1061.52
CC33 - UCC A,6577.90*,50 Yr 24 Hr,742.9,1061.78
CC33 - UCC A,6577.90*,100 Yr 24 Hr,997,1062.08
CC33 - UCC A,6577.90*,200 Yr 24 Hr,1249.2,1062.34
CC33 - UCC A,6577.90*,500 Yr 24 Hr,1641.3,1062.7
CC33 - UCC A,6471.34,2 Yr 24 Hr,154.6,1057.55
CC33 - UCC A,6471.34,5 Yr 24 Hr,269.1,1057.99
CC33 - UCC A,6471.34,10 Yr 24 Hr,359.1,1058.26
CC33 - UCC A,6471.34,25 Yr 24 Hr,542,1058.64
CC33 - UCC A,6471.34,50 Yr 24 Hr,742.9,1058.98
CC33 - UCC A,6471.34,100 Yr 24 Hr,997,1059.36
CC33 - UCC A,6471.34,200 Yr 24 Hr,1249.2,1059.7
CC33 - UCC A,6471.34,500 Yr 24 Hr,1641.3,1060.16
CC33 - UCC A,6279.85,2 Yr 24 Hr,154.6,1054.22
CC33 - UCC A,6279.85,5 Yr 24 Hr,269.1,1054.76
CC33 - UCC A,6279.85,10 Yr 24 Hr,359.1,1055.03
CC33 - UCC A,6279.85,25 Yr 24 Hr,542,1055.49
CC33 - UCC A,6279.85,50 Yr 24 Hr,742.9,1055.9
CC33 - UCC A,6279.85,100 Yr 24 Hr,997,1056.33
CC33 - UCC A,6279.85,200 Yr 24 Hr,1249.2,1056.71
CC33 - UCC A,6279.85,500 Yr 24 Hr,1641.3,1057.22
CC33 - UCC A,6080.14,2 Yr 24 Hr,154.6,1051.83
CC33 - UCC A,6080.14,5 Yr 24 Hr,269.1,1052.12
CC33 - UCC A,6080.14,10 Yr 24 Hr,359.1,1052.28
CC33 - UCC A,6080.14,25 Yr 24 Hr,542,1052.57
CC33 - UCC A,6080.14,50 Yr 24 Hr,742.9,1052.84
CC33 - UCC A,6080.14,100 Yr 24 Hr,997,1053.14
CC33 - UCC A,6080.14,200 Yr 24 Hr,1249.2,1053.39
CC33 - UCC A,6080.14,500 Yr 24 Hr,1641.3,1053.73
CC33 - UCC A,5886.39,2 Yr 24 Hr,154.6,1048.01
CC33 - UCC A,5886.39,5 Yr 24 Hr,269.1,1048.28
CC33 - UCC A,5886.39,10 Yr 24 Hr,359.1,1048.44
CC33 - UCC A,5886.39,25 Yr 24 Hr,542,1048.72
CC33 - UCC A,5886.39,50 Yr 24 Hr,742.9,1048.95
CC33 - UCC A,5886.39,100 Yr 24 Hr,997,1049.19
CC33 - UCC A,5886.39,200 Yr 24 Hr,1249.2,1049.41
CC33 - UCC A,5886.39,500 Yr 24 Hr,1641.3,1049.71
CC33 - UCC A,5782.92*,2 Yr 24 Hr,154.6,1046
CC33 - UCC A,5782.92*,5 Yr 24 Hr,269.1,1046.24
CC33 - UCC A,5782.92*,10 Yr 24 Hr,359.1,1046.38
CC33 - UCC A,5782.92*,25 Yr 24 Hr,542,1046.63
CC33 - UCC A,5782.92*,50 Yr 24 Hr,742.9,1046.87
CC33 - UCC A,5782.92*,100 Yr 24 Hr,997,1047.13
CC33 - UCC A,5782.92*,200 Yr 24 Hr,1249.2,1047.38
CC33 - UCC A,5782.92*,500 Yr 24 Hr,1641.3,1047.71
CC33 - UCC A,5679.44,2 Yr 24 Hr,154.6,1044.07
CC33 - UCC A,5679.44,5 Yr 24 Hr,269.1,1044.34
CC33 - UCC A,5679.44,10 Yr 24 Hr,359.1,1044.52
CC33 - UCC A,5679.44,25 Yr 24 Hr,542,1044.83
CC33 - UCC A,5679.44,50 Yr 24 Hr,742.9,1045.11
CC33 - UCC A,5679.44,100 Yr 24 Hr,997,1045.41
CC33 - UCC A,5679.44,200 Yr 24 Hr,1249.2,1045.68
CC33 - UCC A,5679.44,500 Yr 24 Hr,1641.3,1046.05
CC33 - UCC A,5486.19,2 Yr 24 Hr,154.6,1040.74
CC33 - UCC A,5486.19,5 Yr 24 Hr,269.1,1041.28
CC33 - UCC A,5486.19,10 Yr 24 Hr,359.1,1041.57
CC33 - UCC A,5486.19,25 Yr 24 Hr,542,1041.98
CC33 - UCC A,5486.19,50 Yr 24 Hr,742.9,1042.36
CC33 - UCC A,5486.19,100 Yr 24 Hr,997,1042.81
CC33 - UCC A,5486.19,200 Yr 24 Hr,1249.2,1043.2
CC33 - UCC A,5486.19,500 Yr 24 Hr,1641.3,1043.77
CC33 - UCC A,5383.46*,2 Yr 24 Hr,154.6,1039.31
CC33 - UCC A,5383.46*,5 Yr 24 Hr,269.1,1039.8
CC33 - UCC A,5383.46*,10 Yr 24 Hr,359.1,1040.07
CC33 - UCC A,5383.46*,25 Yr 24 Hr,542,1040.61
CC33 - UCC A,5383.46*,50 Yr 24 Hr,742.9,1041.23
CC33 - UCC A,5383.46*,100 Yr 24 Hr,997,1041.75
CC33 - UCC A,5383.46*,200 Yr 24 Hr,1249.2,1042.2
CC33 - UCC A,5383.46*,500 Yr 24 Hr,1641.3,1042.88
CC33 - UCC A,5280.73,2 Yr 24 Hr,154.6,1037.53
CC33 - UCC A,5280.73,5 Yr 24 Hr,269.1,1038.34
CC33 - UCC A,5280.73,10 Yr 24 Hr,359.1,1038.85
CC33 - UCC A,5280.73,25 Yr 24 Hr,542,1039.3
CC33 - UCC A,5280.73,50 Yr 24 Hr,742.9,1040.51
CC33 - UCC A,5280.73,100 Yr 24 Hr,997,1040.97
CC33 - UCC A,5280.73,200 Yr 24 Hr,1249.2,1041.37
CC33 - UCC A,5280.73,500 Yr 24 Hr,1641.3,1042.11
CC33 - UCC A,5176.11,2 Yr 24 Hr,154.6,1036.71
CC33 - UCC A,5176.11,5 Yr 24 Hr,269.1,1037.52
CC33 - UCC A,5176.11,10 Yr 24 Hr,359.1,1038.05
CC33 - UCC A,5176.11,25 Yr 24 Hr,542,1039.03
CC33 - UCC A,5176.11,50 Yr 24 Hr,742.9,1040.47
CC33 - UCC A,5176.11,100 Yr 24 Hr,997,1040.92
CC33 - UCC A,5176.11,200 Yr 24 Hr,1249.2,1041.31
CC33 - UCC A,5176.11,500 Yr 24 Hr,1641.3,1042.07
CC33 - UCC A,5085.11,,Bridge,
CC33 - UCC A,5017.72,2 Yr 24 Hr,154.6,1034.96
CC33 - UCC A,5017.72,5 Yr 24 Hr,269.1,1035.38
CC33 - UCC A,5017.72,10 Yr 24 Hr,359.1,1035.65
CC33 - UCC A,5017.72,25 Yr 24 Hr,542,1036.04
CC33 - UCC A,5017.72,50 Yr 24 Hr,742.9,1036.38
CC33 - UCC A,5017.72,100 Yr 24 Hr,997,1037
CC33 - UCC A,5017.72,200 Yr 24 Hr,1249.2,1037.57
CC33 - UCC A,5017.72,500 Yr 24 Hr,1641.3,1038.36
CC33 - UCC A,4881.93,2 Yr 24 Hr,154.6,1032.51
CC33 - UCC A,4881.93,5 Yr 24 Hr,269.1,1032.78
CC33 - UCC A,4881.93,10 Yr 24 Hr,359.1,1032.94
CC33 - UCC A,4881.93,25 Yr 24 Hr,542,1033.2
CC33 - UCC A,4881.93,50 Yr 24 Hr,742.9,1033.44
CC33 - UCC A,4881.93,100 Yr 24 Hr,997,1033.7
CC33 - UCC A,4881.93,200 Yr 24 Hr,1249.2,1033.92
CC33 - UCC A,4881.93,500 Yr 24 Hr,1641.3,1034.23
CC33 - UCC A,4777.77*,2 Yr 24 Hr,154.6,1030.59
CC33 - UCC A,4777.77*,5 Yr 24 Hr,269.1,1030.94
CC33 - UCC A,4777.77*,10 Yr 24 Hr,359.1,1031.09
CC33 - UCC A,4777.77*,25 Yr 24 Hr,542,1031.33
CC33 - UCC A,4777.77*,50 Yr 24 Hr,742.9,1031.54
CC33 - UCC A,4777.77*,100 Yr 24 Hr,997,1031.79
CC33 - UCC A,4777.77*,200 Yr 24 Hr,1249.2,1032
CC33 - UCC A,4777.77*,500 Yr 24 Hr,1641.3,1032.3
CC33 - UCC A,4673.61,2 Yr 24 Hr,154.6,1028.91
CC33 - UCC A,4673.61,5 Yr 24 Hr,269.1,1029.25
CC33 - UCC A,4673.61,10 Yr 24 Hr,359.1,1029.39
CC33 - UCC A,4673.61,25 Yr 24 Hr,542,1029.65
CC33 - UCC A,4673.61,50 Yr 24 Hr,742.9,1029.91
CC33 - UCC A,4673.61,100 Yr 24 Hr,997,1030.18
CC33 - UCC A,4673.61,200 Yr 24 Hr,1249.2,1030.41
CC33 - UCC A,4673.61,500 Yr 24 Hr,1641.3,1030.73
CC33 - UCC A,4481.46,2 Yr 24 Hr,154.6,1026.47
CC33 - UCC A,4481.46,5 Yr 24 Hr,269.1,1026.76
CC33 - UCC A,4481.46,10 Yr 24 Hr,359.1,1026.94
CC33 - UCC A,4481.46,25 Yr 24 Hr,542,1027.19
CC33 - UCC A,4481.46,50 Yr 24 Hr,742.9,1027.41
CC33 - UCC A,4481.46,100 Yr 24 Hr,997,1027.67
CC33 - UCC A,4481.46,200 Yr 24 Hr,1249.2,1027.91
CC33 - UCC A,4481.46,500 Yr 24 Hr,1641.3,1028.23
CC33 - UCC A,4376.74*,2 Yr 24 Hr,154.6,1024.43
CC33 - UCC A,4376.74*,5 Yr 24 Hr,269.1,1024.88
CC33 - UCC A,4376.74*,10 Yr 24 Hr,359.1,1025.13
CC33 - UCC A,4376.74*,25 Yr 24 Hr,542,1025.52
CC33 - UCC A,4376.74*,50 Yr 24 Hr,742.9,1025.86
CC33 - UCC A,4376.74*,100 Yr 24 Hr,997,1026.19
CC33 - UCC A,4376.74*,200 Yr 24 Hr,1249.2,1026.44
CC33 - UCC A,4376.74*,500 Yr 24 Hr,1641.3,1026.77
CC33 - UCC A,4272.02,2 Yr 24 Hr,154.6,1022.83
CC33 - UCC A,4272.02,5 Yr 24 Hr,269.1,1023.24
CC33 - UCC A,4272.02,10 Yr 24 Hr,359.1,1023.48
CC33 - UCC A,4272.02,25 Yr 24 Hr,542,1023.83
CC33 - UCC A,4272.02,50 Yr 24 Hr,742.9,1024.15
CC33 - UCC A,4272.02,100 Yr 24 Hr,997,1024.44
CC33 - UCC A,4272.02,200 Yr 24 Hr,1249.2,1024.67
CC33 - UCC A,4272.02,500 Yr 24 Hr,1641.3,1024.97
CC33 - UCC A,4086.18,2 Yr 24 Hr,154.6,1020.34
CC33 - UCC A,4086.18,5 Yr 24 Hr,269.1,1020.6
CC33 - UCC A,4086.18,10 Yr 24 Hr,359.1,1020.76
CC33 - UCC A,4086.18,25 Yr 24 Hr,542,1021.03
CC33 - UCC A,4086.18,50 Yr 24 Hr,742.9,1021.26
CC33 - UCC A,4086.18,100 Yr 24 Hr,997,1021.53
CC33 - UCC A,4086.18,200 Yr 24 Hr,1249.2,1021.77
CC33 - UCC A,4086.18,500 Yr 24 Hr,1641.3,1022.11
CC33 - UCC A,3978.77*,2 Yr 24 Hr,154.6,1018.71
CC33 - UCC A,3978.77*,5 Yr 24 Hr,269.1,1019.06
CC33 - UCC A,3978.77*,10 Yr 24 Hr,359.1,1019.23
CC33 - UCC A,3978.77*,25 Yr 24 Hr,542,1019.5
CC33 - UCC A,3978.77*,50 Yr 24 Hr,742.9,1019.78
CC33 - UCC A,3978.77*,100 Yr 24 Hr,997,1020.08
CC33 - UCC A,3978.77*,200 Yr 24 Hr,1249.2,1020.35
CC33 - UCC A,3978.77*,500 Yr 24 Hr,1641.3,1020.69
CC33 - UCC A,3871.36,2 Yr 24 Hr,154.6,1016.81
CC33 - UCC A,3871.36,5 Yr 24 Hr,269.1,1017.15
CC33 - UCC A,3871.36,10 Yr 24 Hr,359.1,1017.36
CC33 - UCC A,3871.36,25 Yr 24 Hr,542,1017.7
CC33 - UCC A,3871.36,50 Yr 24 Hr,742.9,1017.95
CC33 - UCC A,3871.36,100 Yr 24 Hr,997,1018.22
CC33 - UCC A,3871.36,200 Yr 24 Hr,1249.2,1018.45
CC33 - UCC A,3871.36,500 Yr 24 Hr,1641.3,1018.76
CC33 - UCC A,3673.52,2 Yr 24 Hr,154.6,1013.81
CC33 - UCC A,3673.52,5 Yr 24 Hr,269.1,1014.13
CC33 - UCC A,3673.52,10 Yr 24 Hr,359.1,1014.3
CC33 - UCC A,3673.52,25 Yr 24 Hr,542,1014.63
CC33 - UCC A,3673.52,50 Yr 24 Hr,742.9,1014.86
CC33 - UCC A,3673.52,100 Yr 24 Hr,997,1015.1
CC33 - UCC A,3673.52,200 Yr 24 Hr,1249.2,1015.32
CC33 - UCC A,3673.52,500 Yr 24 Hr,1641.3,1015.62
CC33 - UCC A,3484.62,2 Yr 24 Hr,154.6,1011.57
CC33 - UCC A,3484.62,5 Yr 24 Hr,269.1,1011.96
CC33 - UCC A,3484.62,10 Yr 24 Hr,359.1,1012.13
CC33 - UCC A,3484.62,25 Yr 24 Hr,542,1012.41
CC33 - UCC A,3484.62,50 Yr 24 Hr,742.9,1012.67
CC33 - UCC A,3484.62,100 Yr 24 Hr,997,1012.93
CC33 - UCC A,3484.62,200 Yr 24 Hr,1249.2,1013.15
CC33 - UCC A,3484.62,500 Yr 24 Hr,1641.3,1013.45
CC33 - UCC A,3294.99,2 Yr 24 Hr,154.6,1007.7
CC33 - UCC A,3294.99,5 Yr 24 Hr,269.1,1007.98
CC33 - UCC A,3294.99,10 Yr 24 Hr,359.1,1008.17
CC33 - UCC A,3294.99,25 Yr 24 Hr,542,1008.47
CC33 - UCC A,3294.99,50 Yr 24 Hr,742.9,1008.75
CC33 - UCC A,3294.99,100 Yr 24 Hr,997,1009.03
CC33 - UCC A,3294.99,200 Yr 24 Hr,1249.2,1009.27
CC33 - UCC A,3294.99,500 Yr 24 Hr,1641.3,1009.59
CC33 - UCC A,3121.15,2 Yr 24 Hr,154.6,1003.82
CC33 - UCC A,3121.15,5 Yr 24 Hr,269.1,1004.12
CC33 - UCC A,3121.15,10 Yr 24 Hr,359.1,1004.32
CC33 - UCC A,3121.15,25 Yr 24 Hr,542,1004.66
CC33 - UCC A,3121.15,50 Yr 24 Hr,742.9,1004.97
CC33 - UCC A,3121.15,100 Yr 24 Hr,997,1005.32
CC33 - UCC A,3121.15,200 Yr 24 Hr,1249.2,1005.64
CC33 - UCC A,3121.15,500 Yr 24 Hr,1641.3,1006.08
CC33 - UCC A,3001.56*,2 Yr 24 Hr,154.6,1001.72
CC33 - UCC A,3001.56*,5 Yr 24 Hr,269.1,1002.06
CC33 - UCC A,3001.56*,10 Yr 24 Hr,359.1,1002.28
CC33 - UCC A,3001.56*,25 Yr 24 Hr,542,1002.67
CC33 - UCC A,3001.56*,50 Yr 24 Hr,742.9,1003.02
CC33 - UCC A,3001.56*,100 Yr 24 Hr,997,1003.41
CC33 - UCC A,3001.56*,200 Yr 24 Hr,1249.2,1003.74
CC33 - UCC A,3001.56*,500 Yr 24 Hr,1641.3,1004.18
