RAS Reach,HMS Contributing Element,HMS Contributing Element Name,HMS Reach,Key Station Number,Additional Subbasins Junction Takes,Affected Station numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B A WFK 17,Subbasin,Bishop B,B B - B C,23916.11,,23916.11,23794.0*,23671.9*,23549.7*,23427.69,23307.2*,23186.7*,23066.2*,22945.78,22845.1*,22744.58,22572.68,22445.6,22319.6*,22193.7*,22067.8*,21941.87,21805.1*,21668.4*,21531.7*,21395.08,21278.3*,21161.5*,21044.7*,20928.02,20805.0*,20682.0*,20559.0*,20436.1,20290.9*,20145.8*,20000.6*,19855.53,19731.7*,19607.8*,19484.0*,19360.26,19229.7*,19099.3*,18968.8*,18838.34,18718.3*,18598.2*,18478.2*,18358.22,18230.9*,18103.6*,17976.3*,17849.02,17730.9*,17612.9*,17494.8*,17376.78,17244.3*,17111.8*,16979.3*,16846.9*,16714.4*,16581.97,16434.8*,16287.7*,16140.5*,15993.4*,15846.3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B A WFK 17,Subbasin,Bishop C,B C - B D,15699.21,,15699.21,15586.8*,15474.4*,15362.11,15290.29,15171.11,15105.28,14973.3*,14841.4*,14709.53,14567.0*,14424.5*,14282.06,14142.5*,14002.9*,13863.4*,13723.8*,13584.3*,13444.7*,13305.25,13179.8*,13054.4*,12929.08,12527.15,12437.2*,12347.28,12226.0*,12104.8*,11983.6*,11862.39,11734.9*,11607.4*,11480.0*,11352.53,11216.6*,11080.6*,10944.7*,10808.8*,10672.8*,10536.9*,10401.04,10266.0*,10131.1*,9996.15*,9861.18,9733.76*,9606.34*,9478.91*,9351.49,9211.29*,9071.10*,8930.90*,8790.70*,8650.51*,8510.31*,8370.11,8231.00*,8091.89*,7952.78*,7813.67*,7674.55*,7535.44*,7396.33,7255.80*,7115.26*,6974.73*,6834.19*,6693.66*,6553.12*,6412.59,6275.51*,6138.44*,6001.36*,5864.29*,5727.21*,5590.14*,5453.06,5338.96*,5224.86*,5110.75*,4996.65,4867.19*,4737.72*,4608.26*,4478.79*,4349.33*,4219.86*,4090.4,3956.33*,3822.25*,3688.18*,3554.11*,3420.03*,3285.96,3153.81*,3021.67*,2889.52*,2757.37*,2625.22*,2493.08*,2360.93,2215.30*,2069.67*,1924.04*,1778.41*,1632.78*,1487.15*,1341.52*,1195.89,1061.96*,928.04* ,794.11* ,660.18* ,526.26* ,392.33
J - J WFK H,Junction,B D & WFK G,Junction - Junction - WFK H,3134.44,"Bishop D, West Fork Kickapoo G",3134.44,2989.66*,2844.87,2664.71,2557.76*,2450.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFK I - Junction,Subbasin,West Fork Kickapoo I,WFK I - Junction,2179.29,,2179.29,2080.21,1981.12*,1882.04*,1782.95*,1683.87,1584.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junction - WFK H,Subbasin,WFK I & B D,Junction - WFK H,23321.9,,23321.9,23122.8*,22923.7*,22724.7*,22525.6*,22326.6,22138.7*,21950.9*,21763.1*,21575.3*,21387.4*,21199.6*,21011.8*,20824.0*,20636.2*,20448.3*,20260.55,20065.9*,19871.2*,19676.6*,19481.9*,19287.3*,19092.7*,18898.0*,18703.43,18510.8*,18318.2*,18125.6*,17933.1*,17740.5*,17547.9*,17355.3*,17162.8*,16970.2*,16777.6*,16585.0*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junction - WFK H,Subbasin,West Fork Kickapoo H,WFK H - Junction,16392.48,,16392.48,16199.9*,16007.3*,15814.8*,15622.2*,15429.7*,15237.1*,15044.6*,14852.0*,14659.5*,14467.0*,14274.4*,14081.9,13901.3*,13720.8*,13540.3*,13359.8*,13179.3,12984.8*,12790.4*,12596.0*,12401.6*,12207.2*,12012.8*,11818.4*,11624.0*,11429.63,11240.2*,11050.8*,10861.3*,10671.9*,10482.5*,10293.1*,10103.7*,9914.31*,9724.90*,9535.48*,9346.07*,9156.66*,8967.24,8775.03*,8582.81*,8390.60*,8198.39*,8006.17*,7813.96*,7621.75*,7429.53*,7237.32*,7045.10*,6852.89*,6660.68*,6468.46*,6276.25,6089.22*,5902.19*,5715.15*,5528.12*,5341.09*,5154.05*,4967.02*,4779.99*,4592.96*,4405.92*,4218.89*,4031.86*,3844.83*,3657.79*,3470.76,3285.09*,3099.41*,2913.74*,2728.06*,2542.39*,2356.71*,2171.04*,1985.36*,1799.69*,1614.01*,1428.34,1296.03,1152.71*,1009.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC A - HC C HC ABC,Subbasin,Harrison Creek A,HC A - HC B,20307.34,,20307.34,19699.08,19003.05,18098.84,17250.66,16443.5,15492.32,14655.52,14037.53,13110.93,12528.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC A - HC C HC ABC,Subbasin,Harrison Creek B,HC B- HC C,11361.86,,11361.86,10243.99,8910.26,7321.72,6383.7,5028.89,4254.85,2993.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC A - HC C HC ABC,Subbasin,Harrison Creek C,HC C - Junction,1690.2,,1690.2,809.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC D - Junction,Subbasin,Harrison Creek D,HC D - Junction,2432.4,,2432.4,1342.95,643.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC CD - HC E,Junction,HC C & HC D,HC C&D - HC E,10964.2,Harrison Creek E; removed second section because contractor's RAS network does not reflect it,10964.2,9033.32,7964.26,6233,4107.81,2437.62,450.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junction - Outflow,Junction,HC E & WFK H,Junction - Outflow,4276.96,West Fork Kickapoo J drains to outflow junction and is thus not represented hydrologically,4276.96,1420.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
